match_id,minute,title,comment,out_player,in_player
colvslafc-10-18-2025,19',Attempt Missed,Attempt missed. Ryan Hollingshead's (Los Angeles Football Club) with header from the left side of the box with an xG of 7% misses to the left.,,
colvslafc-10-18-2025,18',Attempt Saved,Attempt saved. Ryan Hollingshead's (Los Angeles Football Club) with right footed shot from the center of the box with an xG of 20% is saved by Zack Steffen.,,
colvslafc-10-18-2025,17',Yellow Card,Reggie Cannon (Colorado Rapids) is shown the yellow card for the foul.,,
colvslafc-10-18-2025,15',Yellow Card,Ryan Porteous (Los Angeles Football Club) is shown the yellow card for the foul.,,
colvslafc-10-18-2025,6',Attempt Saved,Attempt blocked. Rafael Navarro's (Colorado Rapids) with left footed shot from the center of the box with an xG of 9% is blocked by Eddie Segura.,,
colvslafc-10-18-2025,4',Attempt Saved,Attempt blocked. Eddie Segura's (Los Angeles Football Club) with left footed shot from the center of the box with an xG of 8% is blocked by Rob Holding.,,
colvslafc-10-18-2025,1',Attempt Saved,Attempt saved. Denis Bouanga's (Los Angeles Football Club) with left footed shot from the left side of the box with an xG of 3% is saved by Zack Steffen.,,
colvslafc-10-18-2025,,KICK OFF,First half begins.,,
atlvsdc-10-18-2025,,FULL TIME,"Second half ends, Atlanta United 1, D.C. United 1.",,
atlvsdc-10-18-2025,,END OF SECOND HALF,End of match.,,
atlvsdc-10-18-2025,90'+2,Attempt Missed,Attempt missed. Steven Alzate's (Atlanta United) with right footed shot from the right half-space outside the box with an xG of 3% goes over.,,
atlvsdc-10-18-2025,90'+1,Attempt Saved,Attempt saved. Miguel Almirón's (Atlanta United) with left footed shot from the center of the box with an xG of 10% is saved by Jordan Farr.,,
atlvsdc-10-18-2025,88',Attempt Saved,Attempt blocked. Bartosz Slisz's (Atlanta United) with right footed shot from the right side of the box with an xG of 9% is blocked by Kye Rowles.,,
atlvsdc-10-18-2025,85',Attempt Saved,Attempt saved. Jamal Thiaré's (Atlanta United) with header from the center of the box with an xG of 14% is saved by Jordan Farr.,,
atlvsdc-10-18-2025,84',Attempt Saved,Attempt blocked. Saba Lobjanidze's (Atlanta United) with right footed shot from the right side of the box with an xG of 10% is blocked by Lukas MacNaughton.,,
atlvsdc-10-18-2025,83',Attempt Saved,Attempt saved. Saba Lobjanidze's (Atlanta United) with right footed shot from the central position outside the box with an xG of 5% is saved by Jordan Farr.,,
atlvsdc-10-18-2025,82',Yellow Card,Brandon Servania (D.C. United) is shown the yellow card for the foul.,,
atlvsdc-10-18-2025,,,,J. Hopkins,B. Enow
atlvsdc-10-18-2025,78',Attempt Saved,Attempt saved. Steven Alzate's (Atlanta United) with right footed shot from the central position outside the box with an xG of 3% is saved by Jordan Farr.,,
atlvsdc-10-18-2025,77',Attempt Saved,Attempt saved. Emmanuel Latte Lath's (Atlanta United) with right footed shot from the center of the box with an xG of 24% is saved by Jordan Farr.,,
atlvsdc-10-18-2025,76',Attempt Missed,Attempt missed. Jamal Thiaré's (Atlanta United) with header from the center of the box with an xG of 11% misses to the right.,,
atlvsdc-10-18-2025,,,,L. Brennan,S. Lobjanidze
atlvsdc-10-18-2025,,,,A. Miranchuk,J. Thiaré
atlvsdc-10-18-2025,,,,C. Antley,J. Murrell
atlvsdc-10-18-2025,67',GOAL,Goal! 1:1. Gabriel Pirani (D.C. United) scored with right footed shot from the left side of the box with an xG of 7% to the bottom right corner.,,
atlvsdc-10-18-2025,66',Attempt Saved,Attempt blocked. João Peglow's (D.C. United) with right footed shot from the center of the box with an xG of 22% is blocked by Enea Mihaj.,,
atlvsdc-10-18-2025,66',Attempt Saved,Attempt saved. Christian Benteke's (D.C. United) with right footed shot from the right side of the box with an xG of 15% is saved by Brad Guzan.,,
atlvsdc-10-18-2025,64',Yellow Card,Jackson Hopkins (D.C. United) is shown the yellow card for poor sportsmanship.,,
atlvsdc-10-18-2025,,,,C. Clark,G. Pirani
atlvsdc-10-18-2025,,,,J. Stroud,J. Peglow
atlvsdc-10-18-2025,51',Attempt Missed,Attempt missed. Ronald Hernández's (Atlanta United) with right footed shot from the right half-space outside the box with an xG of 2% misses to the left.,,
atlvsdc-10-18-2025,49',Attempt Saved,Attempt blocked. Jared Stroud's (D.C. United) with right footed shot from the left side of the box with an xG of 3% is blocked by Ronald Hernández.,,
atlvsdc-10-18-2025,48',Attempt Saved,Attempt blocked. Christian Benteke's (D.C. United) with right footed shot from the central position outside the box with an xG of 6% is blocked by Juan Berrocal.,,
atlvsdc-10-18-2025,48',Attempt Missed,Attempt missed. Caden Clark's (D.C. United) with right footed shot from the central position outside the box with an xG of 7% goes over.,,
atlvsdc-10-18-2025,,KICK OFF,"Second Half begins: Atlanta United 1, D.C. United 0.",,
atlvsdc-10-18-2025,,HALF TIME,"First half ends, Atlanta United 1, D.C. United 0.",,
atlvsdc-10-18-2025,45'+1,Attempt Saved,Attempt blocked. Miguel Almirón's (Atlanta United) with left footed shot from the central position outside the box with an xG of 8% is blocked by Kye Rowles.,,
atlvsdc-10-18-2025,43',Yellow Card,Caden Clark (D.C. United) is shown the yellow card for the foul.,,
atlvsdc-10-18-2025,40',Attempt Saved,Attempt blocked. Brandon Servania's (D.C. United) with right footed shot from the right side of the box with an xG of 4% is blocked by Juan Berrocal.,,
atlvsdc-10-18-2025,37',Yellow Card,Lukas MacNaughton (D.C. United) is shown the yellow card for the foul.,,
atlvsdc-10-18-2025,27',Attempt Saved,Attempt saved. Christian Benteke's (D.C. United) with header from the center of the box with an xG of 16% is saved by Brad Guzan.,,
atlvsdc-10-18-2025,25',Attempt Saved,Attempt blocked. Jared Stroud's (D.C. United) with left footed shot from the left side of the box with an xG of 18% is blocked by Bartosz Slisz.,,
atlvsdc-10-18-2025,10',Attempt Saved,Attempt saved. Jared Stroud's (D.C. United) with left footed shot from the left side of the box with an xG of 3% is saved by Brad Guzan.,,
atlvsdc-10-18-2025,9',Attempt Missed,Attempt missed. Emmanuel Latte Lath's (Atlanta United) with right footed shot from the center of the box with an xG of 21% misses to the left.,,
atlvsdc-10-18-2025,8',Attempt Missed,Emmanuel Latte Lath (Atlanta United) with header from the center of the box with an xG of 26%.,,
atlvsdc-10-18-2025,3',GOAL,Goal! 1:0. Miguel Almirón (Atlanta United) scored with left footed shot from the central position outside the box with an xG of 6% to the lower right zone.,,
atlvsdc-10-18-2025,,KICK OFF,First half begins.,,
vanvsdal-10-18-2025,,FULL TIME,"Second half ends, Vancouver Whitecaps FC 1, FC Dallas 2.",,
vanvsdal-10-18-2025,,END OF SECOND HALF,End of match.,,
vanvsdal-10-18-2025,90'+2,Attempt Saved,Attempt blocked. Sebastian Berhalter's (Vancouver Whitecaps FC) with right footed shot from the central position outside the box with an xG of 6% is blocked by Nolan Norris.,,
vanvsdal-10-18-2025,89',Yellow Card,Osaze Urhoghide (FC Dallas) is shown the yellow card for poor sportsmanship.,,
vanvsdal-10-18-2025,87',Attempt Saved,Attempt saved. Paxton Pomykal's (FC Dallas) with left footed shot from the central position outside the box with an xG of 14% is saved by Yohei Takaoka.,,
vanvsdal-10-18-2025,86',Attempt Saved,Attempt saved. Thomas Müller's (Vancouver Whitecaps FC) with right footed shot from the central position outside the box with an xG of 2% is saved by Michael Collodi.,,
vanvsdal-10-18-2025,83',Post,Kenji Cabrera (Vancouver Whitecaps FC) hits the cross bar from the center of the box with an xG of 4%.,,
vanvsdal-10-18-2025,,,,A. Ahmed,K. Cabrera
vanvsdal-10-18-2025,,,,T. Johnson,R. Gauld
vanvsdal-10-18-2025,81',Attempt Saved,Attempt blocked. Rayan Elloumi's (Vancouver Whitecaps FC) with left footed shot from the center of the box with an xG of 9% is blocked by Osaze Urhoghide.,,
vanvsdal-10-18-2025,,,,B. Kamungo,N. Norris
vanvsdal-10-18-2025,,,,S. Sarver,D. García
vanvsdal-10-18-2025,,,,Kaick,P. Pomykal
vanvsdal-10-18-2025,79',Attempt Missed,Attempt missed. Rayan Elloumi's (Vancouver Whitecaps FC) with left footed shot from the center of the box with an xG of 27% misses to the left.,,
vanvsdal-10-18-2025,78',Attempt Saved,Attempt blocked. Tate Johnson's (Vancouver Whitecaps FC) with left footed shot from the left side of the box with an xG of 10% is blocked by Josh Torquato.,,
vanvsdal-10-18-2025,76',Attempt Saved,Attempt saved. Jeevan Badwal's (Vancouver Whitecaps FC) with left footed shot from the center of the box with an xG of 8% is saved by Michael Collodi.,,
vanvsdal-10-18-2025,75',Attempt Saved,Attempt blocked. Ralph Priso's (Vancouver Whitecaps FC) with header from the center of the box with an xG of 10% is blocked by Chris Cappis.,,
vanvsdal-10-18-2025,,,,E. Sabbi,R. Elloumi
vanvsdal-10-18-2025,71',Yellow Card,Bernard Kamungo (FC Dallas) is shown the yellow card for the foul.,,
vanvsdal-10-18-2025,,,,L. Abubakar,J. Torquato
vanvsdal-10-18-2025,60',Attempt Saved,Attempt saved. Jeevan Badwal's (Vancouver Whitecaps FC) with header from the center of the box with an xG of 8% is saved by Michael Collodi.,,
vanvsdal-10-18-2025,58',Attempt Saved,Attempt saved. Ali Ahmed's (Vancouver Whitecaps FC) with right footed shot from the central position outside the box with an xG of 5% is saved by Michael Collodi.,,
vanvsdal-10-18-2025,56',Attempt Saved,Attempt blocked. Samuel Sarver's (FC Dallas) with right footed shot from the right side of the box with an xG of 6% is blocked by Tate Johnson.,,
vanvsdal-10-18-2025,50',Attempt Missed,Attempt missed. Anderson Julio's (FC Dallas) with right footed shot from the left half-space outside the box with an xG of 4% goes over to the right.,,
vanvsdal-10-18-2025,47',GOAL,Goal! 1:2. Kaick Ferreira (FC Dallas) scored with left footed shot from the center of the box with an xG of 31% to the lower right central zone. Assisted by Samuel Sarver.,,
vanvsdal-10-18-2025,,KICK OFF,"Second Half begins: Vancouver Whitecaps FC 1, FC Dallas 1.",,
vanvsdal-10-18-2025,,,,É. Ocampo,J. Badwal
vanvsdal-10-18-2025,,HALF TIME,"First half ends, Vancouver Whitecaps FC 1, FC Dallas 1.",,
vanvsdal-10-18-2025,45'+8,Attempt Saved,Attempt saved. Bernard Kamungo's (FC Dallas) with left footed shot from the left half-space outside the box with an xG of 5% is saved by Yohei Takaoka.,,
vanvsdal-10-18-2025,45'+1,Yellow Card,Anderson Julio (FC Dallas) is shown the yellow card for the foul.,,
vanvsdal-10-18-2025,45'+1,Attempt Missed,Attempt missed. Anderson Julio's (FC Dallas) with header from the center of the box with an xG of 34% misses to the right.,,
vanvsdal-10-18-2025,43',Attempt Missed,Attempt missed. Édier Ocampo's (Vancouver Whitecaps FC) with right footed shot from the central position outside the box with an xG of 10% goes over.,,
vanvsdal-10-18-2025,41',Post,Sebastian Berhalter (Vancouver Whitecaps FC) hits the cross bar from the left side of the box with an xG of 2%.,,
vanvsdal-10-18-2025,39',Attempt Saved,Attempt blocked. Pedro Martins's (FC Dallas) with left footed shot from the center of the box with an xG of 6% is blocked by Thomas Müller.,,
vanvsdal-10-18-2025,36',Attempt Saved,Attempt saved. Thomas Müller's (Vancouver Whitecaps FC) with right footed shot from the central position outside the box with an xG of 5% is saved by Michael Collodi.,,
vanvsdal-10-18-2025,,,,P. Delgado,Pedrinho
vanvsdal-10-18-2025,34',Attempt Missed,Emmanuel Sabbi (Vancouver Whitecaps FC) from the center of the box with an xG of 22%.,,
vanvsdal-10-18-2025,28',PENALTY GOAL,Goal! 1:1. Thomas Müller (Vancouver Whitecaps FC) scored from penalty with right footed shot with an xG of 77% to the bottom right corner.,,
vanvsdal-10-18-2025,27',Yellow Card,Lalas Abubakar (FC Dallas) is shown the yellow card for the foul.,,
vanvsdal-10-18-2025,23',Attempt Saved,Attempt saved. Anderson Julio's (FC Dallas) with right footed shot from the central position outside the box with an xG of 4% is saved by Yohei Takaoka.,,
vanvsdal-10-18-2025,20',Attempt Saved,Attempt blocked. Sebastian Berhalter's (Vancouver Whitecaps FC) with right footed shot from the left half-space outside the box with an xG of 3% is blocked by Kaick Ferreira.,,
vanvsdal-10-18-2025,18',GOAL,Goal! 0:1. Osaze Urhoghide (FC Dallas) scored with header from the center of the box with an xG of 8% to the bottom right corner. Assisted by Patrickson Delgado.,,
vanvsdal-10-18-2025,17',Attempt Saved,Attempt saved. Anderson Julio's (FC Dallas) with header from the center of the box with an xG of 5% is saved by Yohei Takaoka.,,
vanvsdal-10-18-2025,16',Attempt Saved,Attempt saved. Samuel Sarver's (FC Dallas) with right footed shot from the central position outside the box with an xG of 3% is saved by Yohei Takaoka.,,
vanvsdal-10-18-2025,,,,D. Ríos,R. Priso
vanvsdal-10-18-2025,11',RED CARD,Mathias Laborda (Vancouver Whitecaps FC) is shown the red card for the foul.,,
vanvsdal-10-18-2025,2',Yellow Card,Édier Ocampo (Vancouver Whitecaps FC) is shown the yellow card for the foul.,,
vanvsdal-10-18-2025,1',Attempt Saved,Attempt blocked. Daniel Ríos's (Vancouver Whitecaps FC) with right footed shot from the center of the box with an xG of 3% is blocked by Anderson Julio.,,
vanvsdal-10-18-2025,,KICK OFF,First half begins.,,
torvsorl-10-18-2025,,FULL TIME,"Second half ends, Toronto FC 4, Orlando City 2.",,
torvsorl-10-18-2025,,END OF SECOND HALF,End of match.,,
torvsorl-10-18-2025,90'+7,Attempt Missed,Attempt missed. Rodrigo Schlegel's (Orlando City) with header from the right side of the box with an xG of 3% misses to the right.,,
torvsorl-10-18-2025,90'+5,Yellow Card,Duncan McGuire (Orlando City) is shown the yellow card for the foul.,,
torvsorl-10-18-2025,90'+2,GOAL,Goal! 4:2. Duncan McGuire (Orlando City) scored with right footed shot from the center of the box with an xG of 25% to the middle right zone. Assisted by Alex Freeman.,,
torvsorl-10-18-2025,90',Yellow Card,Malik Henry (Toronto FC) is shown the yellow card for the foul.,,
torvsorl-10-18-2025,,,,E. Atuesta,C. Guske
torvsorl-10-18-2025,85',Attempt Saved,Attempt saved. Tyrese Spicer's (Orlando City) with right footed shot from the left half-space outside the box with an xG of 2% is saved by Sean Johnson.,,
torvsorl-10-18-2025,,,,S. Rosted,L. Stefanović
torvsorl-10-18-2025,,,,T. Corbeanu,M. Cimermancic
torvsorl-10-18-2025,84',Attempt Missed,Attempt missed. Martín Ojeda's (Orlando City) with left footed shot from the center of the box with an xG of 11% goes over.,,
torvsorl-10-18-2025,84',Attempt Missed,Dagur Thorhallsson (Orlando City) with right footed shot from the center of the box with an xG of 37%.,,
torvsorl-10-18-2025,82',Attempt Saved,Attempt blocked. Tyrese Spicer's (Orlando City) with left footed shot from the left side of the box with an xG of 5% is blocked by Sigurd Rosted.,,
torvsorl-10-18-2025,,,,K. Smith,D. Thorhallsson
torvsorl-10-18-2025,,,,D. Etienne Jr.,M. Henry
torvsorl-10-18-2025,68',Attempt Saved,Attempt saved. Martín Ojeda's (Orlando City) with right footed shot from the right side of the box with an xG of 8% is saved by Sean Johnson.,,
torvsorl-10-18-2025,67',Attempt Saved,Attempt blocked. Derrick Etienne Jr.'s (Toronto FC) with right footed shot from the center of the box with an xG of 8% is blocked by Eduard Atuesta.,,
torvsorl-10-18-2025,64',Attempt Saved,Attempt saved. Jonathan Osorio's (Toronto FC) with right footed shot from the center of the box with an xG of 14% is saved by Pedro Gallese.,,
torvsorl-10-18-2025,,,,M. Pašalić,L. Muriel
torvsorl-10-18-2025,,,,I. Angulo,C. Araújo
torvsorl-10-18-2025,,,,D. Kerr,J. Vilsaint
torvsorl-10-18-2025,,,,K. Franklin,R. Petretta
